animal, ,"('shall we try one more peculiar game with this animal whatever he be', 'Investigator')","[0, 'shall we try one more peculiar game with this animal whatever he be']",game,61.1983818969589,female,Brown
food, ,"('he pack his teddy bear and find some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and find some food for the journey and take off up the chimney']",bear,64.2641532680342,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,62.8883549970225,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,60.5597650875788,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,61.5269307377975,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off in the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off in the chimney']",bear,61.0669623606234,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,61.4283660855459,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up in the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up in the chimney']",bear,61.165527012875,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey', 'Mother')","[0, 'he pack his teddy bear and some food for the journey']",bear,69.03427175096,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey take off up the chimney']",bear,60.2312162467402,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,60.5269102034949,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off the chimney']",bear,62.0012731267582,female,HSLLD
clothes, ,"('some mouse live in Cinderella room they be Cinderella friend she have even make little clothes for them', 'Mother')","[0, 'some mouse live in Cinderella room they be Cinderella friend she have even make little clothes for them']",mouse,62.0012731267582,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,68.2313805211606,female,HSLLD
clothes, ,"('I put my doll clothes in', 'Mother')","[0, 'I put my doll clothes in']",doll,68.2313805211606,female,HSLLD
clothes, ,"('I hang up doll clothes', 'Mother')","[0, 'I hang up doll clothes']",doll,68.2313805211606,female,HSLLD
toy, ,"('soon it be time to put away our toy and book and clothes and get ready for bed', 'Mother')","[0, 'soon it be time to put away our toy and book and clothes and get ready for bed']",bed,68.2313805211606,female,HSLLD
clothes, ,"('soon it be time to put away our toy and book and clothes and get ready for bed', 'Mother')","[0, 'soon it be time to put away our toy and book and clothes and get ready for bed']",bed,68.2313805211606,female,HSLLD
toy, ,"('soon it be time to put away our toy and book and clothes and get ready for bed', 'Mother')","[0, 'soon it be time to put away our toy and book and clothes and get ready for bed']",book,68.2313805211606,female,HSLLD
clothes, ,"('soon it be time to put away our toy and book and clothes and get ready for bed', 'Mother')","[0, 'soon it be time to put away our toy and book and clothes and get ready for bed']",book,68.2313805211606,female,HSLLD
toy, ,"('if you can tell the story good you can play toy', 'Mother')","[0, 'if you can tell the story good you can play toy']",story,61.0669623606234,female,HSLLD
food, ,"('you do seem to eat all your food when you watch tv how about if you eat before then we turn it on', 'Mother')","[0, 'you do seem to eat all your food when you watch tv how about if you eat before then we turn it on']",tv,68.2313805211606,female,HSLLD
food, ,"('well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat', 'Mother')","[0, 'well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat']",hat,68.2313805211606,female,HSLLD
food, ,"('well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat', 'Mother')","[0, 'well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat']",candy,68.2313805211606,female,HSLLD
food, ,"('well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat', 'Mother')","[0, 'well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat']",cheese,68.2313805211606,female,HSLLD
food, ,"('well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat', 'Mother')","[0, 'well see mother just probable ask her what else will she like them to have and they figure they have enough potato chip and candy and cheese puff and junk food like that so she probable ask the teach in order to get the party hat']",potato,68.2313805211606,female,HSLLD
toy, ,"('so you can get in there and pick up all them toy and all those different blanket every teddy bear doll etcetera etcetera etcetera', 'Mother')","[0, 'so you can get in there and pick up all them toy and all those different blanket every teddy bear doll etcetera etcetera etcetera']",bear,68.2313805211606,female,HSLLD
toy, ,"('so you can get in there and pick up all them toy and all those different blanket every teddy bear doll etcetera etcetera etcetera', 'Mother')","[0, 'so you can get in there and pick up all them toy and all those different blanket every teddy bear doll etcetera etcetera etcetera']",doll,68.2313805211606,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,66.7570175978973,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,67.6584734799483,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,70.6913899669398,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,66.7570175978973,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,67.5270539436128,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,65.5598677590916,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Grandmother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,64.8555411815438,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,70.6913899669398,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,67.5270539436128,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,70.6913899669398,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,65.5598677590916,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,68.8227684346701,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,67.6584734799483,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,67.6584734799483,female,HSLLD
animal, ,"('the other thirst animal come and drink the water too', 'Mother')","[0, 'the other thirst animal come and drink the water too']",drink,66.7570175978973,female,HSLLD
animal, ,"('the other thirst animal come and drink the water too', 'Mother')","[0, 'the other thirst animal come and drink the water too']",water,66.7570175978973,female,HSLLD
animal, ,"('elephant be the large land animal', 'Grandmother')","[0, 'elephant be the large land animal']",elephant,64.8555411815438,female,HSLLD
food, ,"('he pack his teddy bear and some food for his journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for his journey and take off up the chimney']",bear,66.3627589888909,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,67.6584734799483,female,HSLLD
food, ,"('all the food except cake', 'Mother')","[0, 'all the food except cake']",cake,64.4612825725374,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,66.7570175978973,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,67.5270539436128,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,67.5270539436128,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,66.7570175978973,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,67.6584734799483,female,HSLLD
animal, ,"('animal in the wild elephant', 'Mother')","[0, 'animal in the wild elephant']",elephant,68.8227684346701,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,67.5270539436128,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,69.6256596644695,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,67.5270539436128,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,66.3627589888909,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,65.5598677590916,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,65.5598677590916,female,HSLLD
animal, ,"('then often thirst animal come and drink the water too', 'Grandmother')","[0, 'then often thirst animal come and drink the water too']",drink,64.8555411815438,female,HSLLD
animal, ,"('then often thirst animal come and drink the water too', 'Grandmother')","[0, 'then often thirst animal come and drink the water too']",water,64.8555411815438,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up to the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up to the chimney']",bear,68.3299451734122,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,64.4612825725374,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,65.5598677590916,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,63.5269718064026,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,65.5598677590916,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Grandmother')","[0, 'most of the time elephant be peace animal']",elephant,64.8555411815438,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,69.6256596644695,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,68.8227684346701,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,68.8227684346701,female,HSLLD
animal, ,"('elephant be very smart animal', 'Grandmother')","[0, 'elephant be very smart animal']",elephant,64.8555411815438,female,HSLLD
animal, ,"('and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for', 'Mother')","[0, 'and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for']",elephant,70.6913899669398,female,HSLLD
animal, ,"('and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for', 'Mother')","[0, 'and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for']",drink,70.6913899669398,female,HSLLD
animal, ,"('and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for', 'Mother')","[0, 'and when the elephant dig down to find water sometimes the other animal come and they can drink the water that the elephant dig for']",water,70.6913899669398,female,HSLLD
food, ,"('and they all drink and eat junk food', 'Mother')","[0, 'and they all drink and eat junk food']",drink,64.4612825725374,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,69.4613852440502,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,65.9541263680979,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,68.8227684346701,female,HSLLD
animal, ,"('then other thirst animal come to drink the water too', 'Mother')","[0, 'then other thirst animal come to drink the water too']",drink,66.3627589888909,female,HSLLD
animal, ,"('then other thirst animal come to drink the water too', 'Mother')","[0, 'then other thirst animal come to drink the water too']",water,66.3627589888909,female,HSLLD
animal, ,"('animal in the wild elephant', 'Mother')","[0, 'animal in the wild elephant']",elephant,64.4612825725374,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,64.4612825725374,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,68.3299451734122,female,HSLLD
toy, ,"('that great because I know you real want to play with those toy but you get to look at a good book too', 'Investigator')","[0, 'that great because I know you real want to play with those toy but you get to look at a good book too']",book,69.3956754758825,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,63.5269718064026,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,69.3956754758825,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,69.6256596644695,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,69.6256596644695,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,70.6585350828559,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,66.3627589888909,female,HSLLD
food, ,"('that how they get their milk and their food', 'Mother')","[0, 'that how they get their milk and their food']",milk,63.5269718064026,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,71.527136080823,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,71.527136080823,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,68.3299451734122,female,HSLLD
animal, ,"('elephant live and travel in group call herd a herd may be a few animal or a few hundred animal', 'Mother')","[0, 'elephant live and travel in group call herd a herd may be a few animal or a few hundred animal']",elephant,69.6256596644695,female,HSLLD
animal, ,"('most of the time elephant be peace animal they usual charge only if they be threaten', 'Mother')","[0, 'most of the time elephant be peace animal they usual charge only if they be threaten']",elephant,69.6256596644695,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,64.4612825725374,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,64.4612825725374,female,HSLLD
animal, ,"('elephant be very smart animal sorry', 'Mother')","[0, 'elephant be very smart animal sorry']",elephant,69.6256596644695,female,HSLLD
toy, ,"('okay you know we have this one book and then you can help me dump out my toy I bring over okay', 'Investigator')","[0, 'okay you know we have this one book and then you can help me dump out my toy I bring over okay']",book,69.3956754758825,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,69.3956754758825,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,64.4612825725374,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,64.3627179202858,female,HSLLD
animal, ,"('elephant be very smart animal there be even school for elephant', 'Mother')","[0, 'elephant be very smart animal there be even school for elephant']",elephant,71.527136080823,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,70.2314215897657,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up up the chimney']",bear,68.3956549415799,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,64.4612825725374,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,67.4284892913612,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,69.4613852440502,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,69.4613852440502,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,64.3627179202858,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,70.6585350828559,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,70.6585350828559,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,68.3299451734122,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,68.3299451734122,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,63.5269718064026,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,63.5269718064026,female,HSLLD
animal, ,"('clear throat elephant be the large land animal', 'Mother')","[0, 'clear throat elephant be the large land animal']",elephant,68.3956549415799,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,68.3956549415799,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,69.8884987371404,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,70.6585350828559,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,67.4284892913612,female,HSLLD
animal, ,"('elephant a herd may be a few animal or a few hundred', 'Mother')","[0, 'elephant a herd may be a few animal or a few hundred']",elephant,69.4613852440502,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,69.4613852440502,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,67.954167436703,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,68.3299451734122,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,70.6585350828559,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,68.3299451734122,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,63.5269718064026,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,69.4613852440502,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,63.5269718064026,female,HSLLD
food, ,"('he pack his teddy bear and some food for his journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for his journey and take off up the chimney']",bear,69.9542085053081,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,68.3956549415799,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,68.3956549415799,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,69.3956754758825,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,69.3956754758825,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,65.9541263680979,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,65.9541263680979,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,67.954167436703,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,65.3627384545884,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,68.3956549415799,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,67.4284892913612,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,67.4284892913612,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,68.3956549415799,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,69.3956754758825,female,HSLLD
food, ,"('he pack his teddy bear and some food for the journey and take off up the chimney', 'Mother')","[0, 'he pack his teddy bear and some food for the journey and take off up the chimney']",bear,69.4613852440502,female,HSLLD
animal, ,"('most of the time elephant be peace animal', 'Mother')","[0, 'most of the time elephant be peace animal']",elephant,67.4284892913612,female,HSLLD
animal, ,"('elephant be the large land animal', 'Mother')","[0, 'elephant be the large land animal']",elephant,65.3627384545884,female,HSLLD
animal, ,"('elephant be very smart animal', 'Mother')","[0, 'elephant be very smart animal']",elephant,69.3956754758825,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",drink,67.954167436703,female,HSLLD
animal, ,"('then other thirst animal come and drink the water too', 'Mother')","[0, 'then other thirst animal come and drink the water too']",water,67.954167436703,female,HSLLD
